position,thickness_cm
0.0,0.1
0.001001001001001001,0.10943414997410163
0.002002002002002002,0.11886792675811159
0.003003003003003003,0.12830095717670065
0.004004004004004004,0.13773286808406376
0.005005005005005005,0.14716328637868092
0.006006006006006006,0.15659183901807577
0.007007007007007007,0.1660181530335725
0.008008008008008008,0.17544185554504926
0.009009009009009009,0.18486257377568852
0.01001001001001001,0.19427993506672292
0.011011011011011011,0.20369356689217682
0.012012012012012012,0.2131030968736024
0.013013013013013013,0.22250815279480995
0.014014014014014014,0.2319083626165919
0.015015015015015015,0.2413033544914394
0.016016016016016016,0.2506927567782519
0.017017017017017015,0.2600761980570383
0.018018018018018018,0.26945330714360927
0.01901901901901902,0.27882371310426
0.02002002002002002,0.28818704527044403
0.02102102102102102,0.2975429332534354
0.022022022022022022,0.3068910069589804
0.023023023023023025,0.3162308966019375
0.024024024024024024,0.325562232720905
0.025025025025025023,0.33488464619283653
0.026026026026026026,0.3441977682476415
0.02702702702702703,0.3535012304827736
0.028028028028028028,0.36279466487780343
0.029029029029029027,0.37207770380897665
0.03003003003003003,0.38134998006375576
0.031031031031031032,0.3906111268553465
0.03203203203203203,0.39986077783720686
0.03303303303303303,0.4090985671175388
0.03403403403403403,0.41832412927376184
0.035035035035035036,0.42753709936696815
0.036036036036036036,0.43673711295635886
0.037037037037037035,0.4459238061136602
0.03803803803803804,0.4550968154375197
0.03903903903903904,0.46425577806788076
0.04004004004004004,0.47340033170033746
0.04104104104104104,0.4825301146004657
0.04204204204204204,0.4916447656181323
0.043043043043043044,0.5007439242017819
0.044044044044044044,0.5098272304126987
0.04504504504504504,0.518894324939245
0.04604604604604605,0.5279448491110746
0.04704704704704705,0.5369784449133208
0.04804804804804805,0.5459947550007584
0.04904904904904905,0.55499342271194
0.050050050050050046,0.5639740920833033
0.05105105105105105,0.5729364078632536
0.05205205205205205,0.5818800155262156
0.05305305305305305,0.5908045612866574
0.05405405405405406,0.5997096921130863
0.055055055055055056,0.6085950557420128
0.056056056056056056,0.6174603006918856
0.057057057057057055,0.6263050762769957
0.058058058058058054,0.6351290326213476
0.05905905905905906,0.6439318206725003
0.06006006006006006,0.6527130922153748
0.06106106106106106,0.6614724998860283
0.062062062062062065,0.670209697185395
0.06306306306306306,0.6789243384929929
0.06406406406406406,0.687616079080596
0.06506506506506507,0.6962845751258694
0.06606606606606606,0.7049294837259718
0.06706706706706707,0.7135504629111189
0.06806806806806806,0.7221471716581104
0.06906906906906907,0.7307192699038214
0.07007007007007007,0.7392664185586529
0.07107107107107107,0.7477882795199459
0.07207207207207207,0.7562845156853564
0.07307307307307308,0.7647547909661891
0.07407407407407407,0.7731987703006932
0.07507507507507508,0.7816161196673161
0.07607607607607608,0.7900065060979166
0.07707707707707707,0.7983695976909356
0.07807807807807808,0.8067050636245268
0.07907907907907907,0.815012574169641
0.08008008008008008,0.8232918007030715
0.08108108108108109,0.8315424157204517
0.08208208208208208,0.8397640928492115
0.08308308308308308,0.8479565068614872
0.08408408408408408,0.8561193336869869
0.08508508508508508,0.8642522504258098
0.08608608608608609,0.8723549353612189
0.08708708708708708,0.8804270679723684
0.08808808808808809,0.8884683289469811
0.0890890890890891,0.8964784001939804
0.09009009009009009,0.9044569648560735
0.09109109109109109,0.9124037073222852
0.0920920920920921,0.920318313240441
0.09309309309309309,0.9282004695296052
0.0940940940940941,0.9360498643924633
0.09509509509509509,0.9438661873276556
0.0960960960960961,0.9516491291420617
0.0970970970970971,0.9593983819630298
0.0980980980980981,0.967113639250556
0.0990990990990991,0.9747945958094099
0.10010010010010009,0.9824409478012075
0.1011011011011011,0.9900523927564305
0.1021021021021021,0.9976286295863902
0.1031031031031031,1.0051693585951391
0.1041041041041041,1.0126742814913257
0.10510510510510511,1.0201431013999926
0.1061061061061061,1.027575522874323
0.10710710710710711,1.034971251907325
0.10810810810810811,1.0423299959434635
0.1091091091091091,1.049651463890232
0.11011011011011011,1.0569353661296679
0.1111111111111111,1.064181414529809
0.11211211211211211,1.071389322456091
0.11311311311311312,1.0785588047826864
0.11411411411411411,1.085689577903783
0.11511511511511512,1.0927813597448022
0.11611611611611611,1.099833869773558
0.11711711711711711,1.1068468290113542
0.11811811811811812,1.1138199600440186
0.11911911911911911,1.1207529870328785
0.12012012012012012,1.1276456357256714
0.12112112112112113,1.134497633467393
0.12212212212212212,1.1413087092110838
0.12312312312312312,1.1480785935285513
0.12412412412412413,1.154807018621026
0.12512512512512514,1.1614937183297567
0.12612612612612611,1.1681384281465381
0.12712712712712712,1.1747408852241747
0.12812812812812813,1.1813008283868776
0.12912912912912913,1.187817998140596
0.13013013013013014,1.1942921366832828
0.13113113113113112,1.2007229879150916
0.13213213213213212,1.2071102974485084
0.13313313313313313,1.213453812618414
0.13413413413413414,1.219753282492078
0.13513513513513514,1.2260084578790866
0.13613613613613612,1.2322190913411983
0.13713713713713713,1.2383849372021332
0.13813813813813813,1.244505751557291
0.13913913913913914,1.250581292283398
0.14014014014014015,1.2566113190480872
0.14114114114114115,1.2625955933194026
0.14214214214214213,1.2685338783752367
0.14314314314314314,1.2744259393126947
0.14414414414414414,1.280271543057385
0.14514514514514515,1.2860704583726408
0.14614614614614616,1.2918224558686657
0.14714714714714713,1.297527308011609
0.14814814814814814,1.3031847891325656
0.14914914914914915,1.3087946754365039
0.15015015015015015,1.314356745011116
0.15115115115115116,1.3198707778355996
0.15215215215215216,1.3253365557893582
0.15315315315315314,1.3307538626606312
0.15415415415415415,1.3361224841550468
0.15515515515515516,1.3414422079040969
0.15615615615615616,1.3467128234735406
0.15715715715715717,1.351934122371726
0.15815815815815815,1.3571058980578397
0.15915915915915915,1.3622279459500755
0.16016016016016016,1.3673000634337267
0.16116116116116116,1.3723220498692037
0.16216216216216217,1.377293706599967
0.16316316316316315,1.3822148369603888
0.16416416416416416,1.3870852462835312
0.16516516516516516,1.3919047419088462
0.16616616616616617,1.3966731331897975
0.16716716716716717,1.4013902315014022
0.16816816816816815,1.4060558502476912
0.16916916916916916,1.4106698048690927
0.17017017017017017,1.4152319128497304
0.17117117117117117,1.419741993724644
0.17217217217217218,1.4241998690869293
0.17317317317317318,1.4286053625947943
0.17417417417417416,1.4329582999785337
0.17517517517517517,1.437258509047426
0.17617617617617617,1.441505819696541
0.17717717717717718,1.4457000639134712
0.1781781781781782,1.4498410757849773
0.17917917917917917,1.453928691503551
0.18018018018018017,1.4579627493738951
0.18118118118118118,1.4619430898193195
0.18218218218218218,1.4658695553880534
0.1831831831831832,1.4697419907594749
0.1841841841841842,1.4735602427502539
0.18518518518518517,1.477324160320411
0.18618618618618618,1.4810335945792947
0.1871871871871872,1.4846883987914685
0.1881881881881882,1.488288428382517
0.1891891891891892,1.491833540944764
0.19019019019019018,1.4953235962429063
0.19119119119119118,1.4987584562195613
0.1921921921921922,1.5021379850007266
0.1931931931931932,1.5054620489011572
0.1941941941941942,1.5087305164296518
0.19519519519519518,1.511943258294255
0.1961961961961962,1.515100147407372
0.1971971971971972,1.5182010588907953
0.1981981981981982,1.5212458700806448
0.1991991991991992,1.5242344605322202
0.20020020020020018,1.527166712024765
0.2012012012012012,1.530042508566144
0.2022022022022022,1.5328617363974304
0.2032032032032032,1.5356242839974064
0.2042042042042042,1.5383300420869745
0.20520520520520522,1.5409789036334818
0.2062062062062062,1.5435707638549503
0.2072072072072072,1.5461055202242262
0.2082082082082082,1.5485830724730318
0.2092092092092092,1.5510033225959354
0.21021021021021022,1.5533661748542245
0.2112112112112112,1.5556715357796955
0.2122122122122122,1.5579193141783505
0.2132132132132132,1.560109421134004
0.21421421421421422,1.5622417700118012
0.21521521521521522,1.5643162764616445
0.21621621621621623,1.5663328584215295
0.2172172172172172,1.5682914361207922
0.2182182182182182,1.570191932083265
0.21921921921921922,1.5720342711303392
0.22022022022022023,1.5738183803839416
0.22122122122122123,1.5755441892694153
0.2222222222222222,1.577211629518312
0.22322322322322322,1.5788206351710938
0.22422422422422422,1.58037114257974
0.22522522522522523,1.581863090410267
0.22622622622622623,1.5832964196451536
0.2272272272272272,1.5846710735856753
0.22822822822822822,1.5859869978541477
0.22922922922922923,1.5872441403960773
0.23023023023023023,1.5884424514822206
0.23123123123123124,1.5895818837105518
0.23223223223223222,1.5906623920081364
0.23323323323323322,1.5916839336329165
0.23423423423423423,1.5926464681753991
0.23523523523523523,1.5935499575602565
0.23623623623623624,1.5943943660478315
0.23723723723723725,1.5951796602355515
0.23823823823823823,1.595905809059249
0.23923923923923923,1.5965727837943922
0.24024024024024024,1.5971805580572196
0.24124124124124124,1.5977291078057836
0.24224224224224225,1.5982184113409037
0.24324324324324323,1.598648449307022
0.24424424424424424,1.5990192046929714
0.24524524524524524,1.5993306628326458
0.24624624624624625,1.5995828114055832
0.24724724724724725,1.5997756404374508
0.24824824824824826,1.5999091423004406
0.24924924924924924,1.599983311713571
0.2502502502502503,1.5999981457428962
0.25125125125125125,1.5999536438016204
0.25225225225225223,1.5998498076501235
0.25325325325325326,1.5996866413958895
0.25425425425425424,1.599464151493345
0.2552552552552553,1.599182346743604
0.25625625625625625,1.5988412382941193
0.25725725725725723,1.5984408396382412
0.25825825825825827,1.5979811666146846
0.25925925925925924,1.5974622374069023
0.2602602602602603,1.596884072542365
0.26126126126126126,1.5962466948917495
0.26226226226226224,1.5955501296680354
0.26326326326326327,1.5947944044255051
0.26426426426426425,1.5939795490586568
0.2652652652652653,1.593105595801019
0.26626626626626626,1.5921725792238781
0.26726726726726724,1.591180536234909
